id,houses,features,constraints,solution
lgp-test-5x2-0,5,"{'name': ['Bob', 'Peter', 'Arnold', 'Eric', 'Alice'], 'pet': ['hamster', 'dog', 'bird', 'cat', 'fish']}","['The person who owns a dog is in the third house.', 'The person with a pet hamster is in the second house.', 'Peter is the person who owns a dog.', 'The person with a pet hamster is somewhere to the right of the person with an aquarium of fish.', 'Peter is directly left of the person who has a cat.', 'Bob is in the first house.', 'Peter is directly left of Arnold.', 'Eric is directly left of the person who owns a dog.']","{'header': array(['House', 'Name', 'Pet'], dtype=object), 'rows': array([array(['1', 'Bob', 'fish'], dtype=object),
       array(['2', 'Eric', 'hamster'], dtype=object),
       array(['3', 'Peter', 'dog'], dtype=object),
       array(['4', 'Arnold', 'cat'], dtype=object),
       array(['5', 'Alice', 'bird'], dtype=object)], dtype=object)}"
lgp-test-6x4-36,6,"{'name': ['Eric', 'Alice', 'Carol', 'Peter', 'Arnold', 'Bob'], 'hobby': ['knitting', 'cooking', 'woodworking', 'gardening', 'photography', 'painting'], 'education': ['doctorate', 'master', 'bachelor', 'trade school', 'high school', 'associate'], 'sports': ['swimming', 'basketball', 'baseball', 'soccer', 'volleyball', 'tennis']}","['The person who enjoys gardening is somewhere to the right of the person with a high school diploma.', 'Alice is directly left of Bob.', 'The person who loves tennis is directly left of the photography enthusiast.', 'The woodworking hobbyist is the person who loves swimming.', 'The person who loves swimming is Peter.', ""The person with a bachelor's degree is directly left of Arnold."", 'The person who loves basketball is the person who enjoys knitting.', 'Eric is in the sixth house.', ""The person who enjoys gardening is directly left of the person with a master's degree."", 'The person who loves cooking is the person who loves tennis.', 'Arnold is the person who paints as a hobby.', 'The person with a doctorate is in the first house.', ""There are two houses between the person with an associate's degree and the person who loves volleyball."", ""The person with a bachelor's degree is the person who loves baseball."", ""The person with an associate's degree is somewhere to the left of the woodworking hobbyist.""]","{'header': array(['House', 'Name', 'Hobby', 'Education', 'FavoriteSport'],
      dtype=object), 'rows': array([array(['1', 'Alice', 'cooking', 'doctorate', 'tennis'], dtype=object),
       array(['2', 'Bob', 'photography', 'associate', 'soccer'], dtype=object),
       array(['3', 'Peter', 'woodworking', 'high school', 'swimming'],
             dtype=object)                                            ,
       array(['4', 'Carol', 'gardening', 'bachelor', 'baseball'], dtype=object),
       array(['5', 'Arnold', 'painting', 'master', 'volleyball'], dtype=object),
       array(['6', 'Eric', 'knitting', 'trade school', 'basketball'],
             dtype=object)                                           ],
      dtype=object)}"
lgp-test-4x3-32,4,"{'name': ['Alice', 'Eric', 'Peter', 'Arnold'], 'flower': ['carnations', 'daffodils', 'roses', 'lilies'], 'pet': ['dog', 'fish', 'bird', 'cat']}","['Peter is the person who loves a bouquet of daffodils.', 'Alice is in the second house.', 'The person with an aquarium of fish is somewhere to the left of Eric.', 'The person who loves the rose bouquet is in the second house.', 'The person with an aquarium of fish is not in the second house.', 'Peter is the person who keeps a pet bird.', 'The person who keeps a pet bird is not in the third house.', 'The person who has a cat is in the fourth house.', 'The person who loves the boquet of lilies is not in the third house.']","{'header': array(['House', 'Name', 'Flower', 'Pet'], dtype=object), 'rows': array([array(['1', 'Peter', 'daffodils', 'bird'], dtype=object),
       array(['2', 'Alice', 'roses', 'dog'], dtype=object),
       array(['3', 'Arnold', 'carnations', 'fish'], dtype=object),
       array(['4', 'Eric', 'lilies', 'cat'], dtype=object)], dtype=object)}"
lgp-test-4x3-7,4,"{'name': ['Peter', 'Eric', 'Arnold', 'Alice'], 'house': ['victorian', 'craftsman', 'colonial', 'ranch'], 'colors': ['red', 'blonde', 'black', 'brown']}","['The person in a ranch-style home is somewhere to the right of the person who has black hair.', 'There are two houses between Alice and the person living in a colonial-style house.', 'The person who has red hair is directly left of Eric.', 'The person living in a colonial-style house is somewhere to the right of the person in a Craftsman-style house.', 'There is one house between Peter and the person who has blonde hair.', 'The person who has red hair and the person in a ranch-style home are next to each other.', 'The person residing in a Victorian house is in the second house.']","{'header': array(['House', 'Name', 'HouseStyle', 'HairColor'], dtype=object), 'rows': array([array(['1', 'Alice', 'craftsman', 'black'], dtype=object),
       array(['2', 'Peter', 'victorian', 'red'], dtype=object),
       array(['3', 'Eric', 'ranch', 'brown'], dtype=object),
       array(['4', 'Arnold', 'colonial', 'blonde'], dtype=object)],
      dtype=object)}"
lgp-test-2x4-27,2,"{'name': ['Eric', 'Arnold'], 'color': ['red', 'yellow'], 'flower': ['daffodils', 'carnations'], 'lunch': ['grilled cheese', 'pizza']}","['Arnold is the person who loves eating grilled cheese.', 'The person who loves a carnations arrangement is directly left of the person who is a pizza lover.', 'The person whose favorite color is red is the person who is a pizza lover.']","{'header': array(['House', 'Name', 'Color', 'Flower', 'Food'], dtype=object), 'rows': array([array(['1', 'Arnold', 'yellow', 'carnations', 'grilled cheese'],
             dtype=object)                                             ,
       array(['2', 'Eric', 'red', 'daffodils', 'pizza'], dtype=object)],
      dtype=object)}"
lgp-test-6x3-16,6,"{'name': ['Bob', 'Eric', 'Arnold', 'Peter', 'Carol', 'Alice'], 'flower': ['carnations', 'iris', 'lilies', 'daffodils', 'roses', 'tulips'], 'pet': ['dog', 'bird', 'fish', 'rabbit', 'hamster', 'cat']}","['Eric is the person who keeps a pet bird.', 'Peter is the person who owns a dog.', 'The person who loves a carnations arrangement is somewhere to the right of Bob.', 'The person who keeps a pet bird and the person who loves the rose bouquet are next to each other.', 'The person who loves a bouquet of daffodils is Bob.', 'The person who has a cat is somewhere to the right of the person with an aquarium of fish.', 'The person who has a cat is the person who loves the boquet of lilies.', 'The person who loves a carnations arrangement is directly left of the person who loves the vase of tulips.', 'The person who owns a rabbit is Arnold.', 'The person who keeps a pet bird is the person who loves the vase of tulips.', 'The person who owns a dog is in the fourth house.', 'Carol is somewhere to the left of the person with an aquarium of fish.']","{'header': array(['House', 'Name', 'Flower', 'Pet'], dtype=object), 'rows': array([array(['1', 'Carol', 'iris', 'hamster'], dtype=object),
       array(['2', 'Bob', 'daffodils', 'fish'], dtype=object),
       array(['3', 'Alice', 'lilies', 'cat'], dtype=object),
       array(['4', 'Peter', 'carnations', 'dog'], dtype=object),
       array(['5', 'Eric', 'tulips', 'bird'], dtype=object),
       array(['6', 'Arnold', 'roses', 'rabbit'], dtype=object)],
      dtype=object)}"
lgp-test-2x5-35,2,"{'name': ['Arnold', 'Eric'], 'genres': ['science fiction', 'mystery'], 'color': ['red', 'yellow'], 'sports': ['basketball', 'soccer'], 'vacation': ['beach', 'mountain']}","['The person whose favorite color is red is not in the second house.', 'The person who loves soccer is Eric.', 'The person who loves beach vacations is not in the first house.', 'The person who loves mystery books is not in the first house.', 'The person whose favorite color is red is the person who loves basketball.']","{'header': array(['House', 'Name', 'BookGenre', 'Color', 'FavoriteSport', 'Vacation'],
      dtype=object), 'rows': array([array(['1', 'Arnold', 'science fiction', 'red', 'basketball', 'mountain'],
             dtype=object)                                                       ,
       array(['2', 'Eric', 'mystery', 'yellow', 'soccer', 'beach'], dtype=object)],
      dtype=object)}"
lgp-test-4x3-18,4,"{'name': ['Alice', 'Peter', 'Eric', 'Arnold'], 'genres': ['mystery', 'science fiction', 'romance', 'fantasy'], 'occupation': ['engineer', 'teacher', 'artist', 'doctor']}","['Alice is the person who is an engineer.', 'Eric is not in the second house.', 'Eric and the person who is a doctor are next to each other.', 'The person who loves fantasy books is somewhere to the left of Peter.', 'The person who loves romance books is not in the fourth house.', 'The person who loves romance books and the person who is a doctor are next to each other.', 'The person who is a teacher is in the second house.', 'The person who loves mystery books is in the first house.']","{'header': array(['House', 'Name', 'BookGenre', 'Occupation'], dtype=object), 'rows': array([array(['1', 'Alice', 'mystery', 'engineer'], dtype=object),
       array(['2', 'Arnold', 'fantasy', 'teacher'], dtype=object),
       array(['3', 'Eric', 'romance', 'artist'], dtype=object),
       array(['4', 'Peter', 'science fiction', 'doctor'], dtype=object)],
      dtype=object)}"
lgp-test-3x4-0,3,"{'name': ['Arnold', 'Peter', 'Eric'], 'nationalities': ['dane', 'swede', 'brit'], 'animals': ['bird', 'horse', 'cat'], 'genres': ['romance', 'science fiction', 'mystery']}","['The bird keeper is somewhere to the left of the person who keeps horses.', 'The Swedish person is in the first house.', 'The British person is in the second house.', 'The cat lover is in the second house.', 'The person who loves science fiction books is directly left of Eric.', 'The person who loves mystery books is in the third house.', 'The person who loves romance books is Peter.']","{'header': array(['House', 'Name', 'Nationality', 'Animal', 'BookGenre'],
      dtype=object), 'rows': array([array(['1', 'Peter', 'swede', 'bird', 'romance'], dtype=object),
       array(['2', 'Arnold', 'brit', 'cat', 'science fiction'], dtype=object),
       array(['3', 'Eric', 'dane', 'horse', 'mystery'], dtype=object)],
      dtype=object)}"
lgp-test-3x2-7,3,"{'name': ['Eric', 'Arnold', 'Peter'], 'hobby': ['gardening', 'cooking', 'photography']}","['The person who enjoys gardening is in the first house.', 'The person who loves cooking is somewhere to the left of Eric.', 'Peter is in the first house.']","{'header': array(['House', 'Name', 'Hobby'], dtype=object), 'rows': array([array(['1', 'Peter', 'gardening'], dtype=object),
       array(['2', 'Arnold', 'cooking'], dtype=object),
       array(['3', 'Eric', 'photography'], dtype=object)], dtype=object)}"
lgp-test-2x5-34,2,"{'name': ['Arnold', 'Eric'], 'smoothie': ['cherry', 'desert'], 'sports': ['soccer', 'basketball'], 'drink': ['water', 'tea'], 'house': ['victorian', 'colonial']}","['The Desert smoothie lover is somewhere to the right of the person living in a colonial-style house.', 'The person who likes Cherry smoothies is the person who loves basketball.', 'Arnold is in the second house.', 'The person who loves basketball is the tea drinker.']","{'header': array(['House', 'Name', 'Smoothie', 'FavoriteSport', 'Drink',
       'HouseStyle'], dtype=object), 'rows': array([array(['1', 'Eric', 'cherry', 'basketball', 'tea', 'colonial'],
             dtype=object)                                            ,
       array(['2', 'Arnold', 'desert', 'soccer', 'water', 'victorian'],
             dtype=object)                                             ],
      dtype=object)}"
lgp-test-4x6-27,4,"{'name': ['Alice', 'Peter', 'Eric', 'Arnold'], 'models': ['honda civic', 'toyota camry', 'ford f150', 'tesla model 3'], 'month': ['feb', 'april', 'sept', 'jan'], 'lunch': ['pizza', 'stew', 'spaghetti', 'grilled cheese'], 'heights': ['average', 'tall', 'very short', 'short'], 'unique': ['Janelle', 'Kailyn', 'Holly', 'Aniya']}","['The person who is very short is the person who loves the stew.', 'The person who is a pizza lover is Alice.', 'The person who loves the spaghetti eater is the person who owns a Honda Civic.', 'The person who owns a Toyota Camry is somewhere to the left of the person who is a pizza lover.', 'The person whose birthday is in February is not in the fourth house.', 'Eric is the person who owns a Tesla Model 3.', ""The person who owns a Toyota Camry is somewhere to the right of The person whose mother's name is Janelle."", 'The person who is tall is in the fourth house.', 'The person whose birthday is in September is Arnold.', 'The person who has an average height is somewhere to the right of Arnold.', ""The person whose mother's name is Aniya and Alice are next to each other."", ""The person whose birthday is in April and The person whose mother's name is Holly are next to each other."", 'The person who is short is in the second house.', ""The person who loves the stew and The person whose mother's name is Janelle are next to each other.""]","{'header': array(['House', 'Name', 'CarModel', 'Birthday', 'Food', 'Height',
       'Mother'], dtype=object), 'rows': array([array(['1', 'Eric', 'tesla model 3', 'feb', 'stew', 'very short',
              'Kailyn'], dtype=object)                                  ,
       array(['2', 'Arnold', 'honda civic', 'sept', 'spaghetti', 'short',
              'Janelle'], dtype=object)                                  ,
       array(['3', 'Peter', 'toyota camry', 'april', 'grilled cheese', 'average',
              'Aniya'], dtype=object)                                            ,
       array(['4', 'Alice', 'ford f150', 'jan', 'pizza', 'tall', 'Holly'],
             dtype=object)                                                ],
      dtype=object)}"
lgp-test-5x5-37,5,"{'name': ['Eric', 'Alice', 'Peter', 'Bob', 'Arnold'], 'pet': ['hamster', 'fish', 'cat', 'dog', 'bird'], 'occupation': ['doctor', 'engineer', 'artist', 'lawyer', 'teacher'], 'color': ['green', 'blue', 'yellow', 'red', 'white'], 'animals': ['bird', 'cat', 'horse', 'fish', 'dog']}","['The person who owns a dog is Arnold.', 'The bird keeper is in the fourth house.', 'The person who keeps a pet bird is directly left of the dog owner.', 'The person who loves white is somewhere to the left of the person who is a lawyer.', 'The person who loves yellow is directly left of the person whose favorite color is green.', 'The cat lover is Bob.', 'The cat lover is somewhere to the left of Eric.', 'The person who keeps horses is in the fifth house.', 'The person who is a lawyer is directly left of the person who is a teacher.', 'The person who is a doctor is in the first house.', 'Alice is the person who loves yellow.', 'The person who loves blue is directly left of the person with an aquarium of fish.', 'The person who loves yellow is in the first house.', 'The person with a pet hamster is the person who is an artist.', 'Eric is the dog owner.']","{'header': array(['House', 'Name', 'Pet', 'Occupation', 'Color', 'Animal'],
      dtype=object), 'rows': array([array(['1', 'Alice', 'cat', 'doctor', 'yellow', 'fish'], dtype=object),
       array(['2', 'Bob', 'bird', 'engineer', 'green', 'cat'], dtype=object),
       array(['3', 'Eric', 'hamster', 'artist', 'white', 'dog'], dtype=object),
       array(['4', 'Arnold', 'dog', 'lawyer', 'blue', 'bird'], dtype=object),
       array(['5', 'Peter', 'fish', 'teacher', 'red', 'horse'], dtype=object)],
      dtype=object)}"
lgp-test-6x6-25,6,"{'name': ['Eric', 'Bob', 'Alice', 'Peter', 'Arnold', 'Carol'], 'flower': ['daffodils', 'carnations', 'roses', 'tulips', 'iris', 'lilies'], 'heights': ['very tall', 'super tall', 'average', 'short', 'very short', 'tall'], 'color': ['blue', 'yellow', 'purple', 'red', 'green', 'white'], 'cigar': ['yellow monster', 'pall mall', 'prince', 'blue master', 'blends', 'dunhill'], 'models': ['google pixel 6', 'iphone 13', 'xiaomi mi 11', 'samsung galaxy s21', 'huawei p50', 'oneplus 9']}","['The person who uses an iPhone 13 is the person who loves white.', 'Peter is the person whose favorite color is red.', 'The Prince smoker is directly left of the person partial to Pall Mall.', 'The person who smokes Blue Master and the Dunhill smoker are next to each other.', 'The person who loves blue is the person who uses a Xiaomi Mi 11.', 'The person who loves white is Alice.', 'The person who uses a OnePlus 9 is somewhere to the left of Arnold.', 'The person who is tall is the person who smokes Blue Master.', 'The person who uses a Samsung Galaxy S21 is the Dunhill smoker.', 'Bob is directly left of the person who is very short.', 'The person who loves a bouquet of daffodils is Eric.', 'The person who loves the boquet of iris is the person who uses a OnePlus 9.', 'The person who uses a Huawei P50 is the person who is very short.', 'The person who smokes many unique blends is directly left of Peter.', 'The Prince smoker is not in the first house.', 'The person who is very tall is the person who loves a bouquet of daffodils.', 'The person who uses a Google Pixel 6 is not in the fifth house.', 'The person who is tall is not in the third house.', 'The person who uses a Huawei P50 is somewhere to the left of the person who uses a Samsung Galaxy S21.', 'Arnold is somewhere to the left of the person who is short.', 'The person who loves the vase of tulips is not in the first house.', 'The person who loves the boquet of lilies is directly left of the person who loves yellow.', 'Arnold is the person who loves purple.', 'The person who uses a OnePlus 9 and the person who uses a Samsung Galaxy S21 are next to each other.', 'The person who has an average height is not in the first house.', 'The person who loves the rose bouquet is Alice.']","{'header': array(['House', 'Name', 'Flower', 'Height', 'Color', 'Cigar',
       'PhoneModel'], dtype=object), 'rows': array([array(['1', 'Bob', 'carnations', 'super tall', 'blue', 'blends',
              'xiaomi mi 11'], dtype=object)                           ,
       array(['2', 'Peter', 'lilies', 'very short', 'red', 'prince',
              'huawei p50'], dtype=object)                          ,
       array(['3', 'Eric', 'daffodils', 'very tall', 'yellow', 'pall mall',
              'google pixel 6'], dtype=object)                             ,
       array(['4', 'Carol', 'iris', 'tall', 'green', 'blue master', 'oneplus 9'],
             dtype=object)                                                       ,
       array(['5', 'Arnold', 'tulips', 'average', 'purple', 'dunhill',
              'samsung galaxy s21'], dtype=object)                    ,
       array(['6', 'Alice', 'roses', 'short', 'white', 'yellow monster',
              'iphone 13'], dtype=object)                               ],
      dtype=object)}"
lgp-test-3x6-23,3,"{'name': ['Peter', 'Arnold', 'Eric'], 'education': ['associate', 'bachelor', 'high school'], 'heights': ['short', 'very short', 'average'], 'hobby': ['cooking', 'gardening', 'photography'], 'genres': ['romance', 'mystery', 'science fiction'], 'smoothie': ['cherry', 'desert', 'watermelon']}","['The Watermelon smoothie lover is the person who is very short.', 'The person who likes Cherry smoothies is the person who loves romance books.', 'The Desert smoothie lover is the person who enjoys gardening.', 'The Watermelon smoothie lover is somewhere to the right of the person with a high school diploma.', ""The person with an associate's degree is directly left of the person with a high school diploma."", ""The photography enthusiast is the person with an associate's degree."", 'The person who likes Cherry smoothies is Arnold.', 'The person who loves science fiction books is somewhere to the right of the person who enjoys gardening.', 'The person who is short is not in the first house.', 'The Watermelon smoothie lover is somewhere to the right of Eric.']","{'header': array(['House', 'Name', 'Education', 'Height', 'Hobby', 'BookGenre',
       'Smoothie'], dtype=object), 'rows': array([array(['1', 'Arnold', 'associate', 'average', 'photography', 'romance',
              'cherry'], dtype=object)                                        ,
       array(['2', 'Eric', 'high school', 'short', 'gardening', 'mystery',
              'desert'], dtype=object)                                    ,
       array(['3', 'Peter', 'bachelor', 'very short', 'cooking',
              'science fiction', 'watermelon'], dtype=object)   ],
      dtype=object)}"
lgp-test-6x2-1,6,"{'name': ['Bob', 'Alice', 'Carol', 'Arnold', 'Eric', 'Peter'], 'smoothie': ['blueberry', 'dragonfruit', 'desert', 'lime', 'watermelon', 'cherry']}","['The person who likes Cherry smoothies is Alice.', 'Peter is in the second house.', 'The Watermelon smoothie lover is in the second house.', 'The person who likes Cherry smoothies is not in the sixth house.', 'The person who drinks Blueberry smoothies is somewhere to the left of the person who drinks Lime smoothies.', 'The Desert smoothie lover is in the first house.', 'Arnold is not in the fourth house.', 'The person who drinks Lime smoothies is directly left of Eric.', 'Carol is the person who drinks Lime smoothies.', 'Bob is directly left of Peter.']","{'header': array(['House', 'Name', 'Smoothie'], dtype=object), 'rows': array([array(['1', 'Bob', 'desert'], dtype=object),
       array(['2', 'Peter', 'watermelon'], dtype=object),
       array(['3', 'Arnold', 'blueberry'], dtype=object),
       array(['4', 'Alice', 'cherry'], dtype=object),
       array(['5', 'Carol', 'lime'], dtype=object),
       array(['6', 'Eric', 'dragonfruit'], dtype=object)], dtype=object)}"
lgp-test-5x3-8,5,"{'name': ['Arnold', 'Alice', 'Eric', 'Bob', 'Peter'], 'colors': ['gray', 'blonde', 'red', 'brown', 'black'], 'occupation': ['engineer', 'artist', 'lawyer', 'teacher', 'doctor']}","['The person who has black hair is the person who is a teacher.', 'The person who is a doctor is somewhere to the right of the person who is an artist.', 'There is one house between Eric and Alice.', 'Eric is somewhere to the left of Alice.', 'The person who has brown hair and Alice are next to each other.', 'Alice is the person who has red hair.', 'There are two houses between the person who has brown hair and the person who has blonde hair.', 'Alice is the person who is an engineer.', 'Arnold is the person who has blonde hair.', 'The person who is a doctor is Peter.', 'The person who has brown hair is somewhere to the left of the person who is a teacher.']","{'header': array(['House', 'Name', 'HairColor', 'Occupation'], dtype=object), 'rows': array([array(['1', 'Eric', 'gray', 'artist'], dtype=object),
       array(['2', 'Peter', 'brown', 'doctor'], dtype=object),
       array(['3', 'Alice', 'red', 'engineer'], dtype=object),
       array(['4', 'Bob', 'black', 'teacher'], dtype=object),
       array(['5', 'Arnold', 'blonde', 'lawyer'], dtype=object)],
      dtype=object)}"
lgp-test-6x2-6,6,"{'name': ['Alice', 'Arnold', 'Peter', 'Eric', 'Bob', 'Carol'], 'sports': ['baseball', 'tennis', 'swimming', 'basketball', 'soccer', 'volleyball']}","['The person who loves tennis is Eric.', 'The person who loves volleyball is in the fifth house.', 'Arnold is somewhere to the right of Carol.', 'Carol is not in the first house.', 'The person who loves baseball is Bob.', 'There is one house between the person who loves swimming and the person who loves basketball.', 'Alice is in the fourth house.', 'The person who loves swimming is Peter.', 'Alice and Arnold are next to each other.', 'Peter is somewhere to the right of Eric.', 'The person who loves swimming is not in the sixth house.']","{'header': array(['House', 'Name', 'FavoriteSport'], dtype=object), 'rows': array([array(['1', 'Eric', 'tennis'], dtype=object),
       array(['2', 'Peter', 'swimming'], dtype=object),
       array(['3', 'Carol', 'soccer'], dtype=object),
       array(['4', 'Alice', 'basketball'], dtype=object),
       array(['5', 'Arnold', 'volleyball'], dtype=object),
       array(['6', 'Bob', 'baseball'], dtype=object)], dtype=object)}"
lgp-test-4x5-16,4,"{'name': ['Alice', 'Arnold', 'Peter', 'Eric'], 'cigar': ['pall mall', 'dunhill', 'blue master', 'prince'], 'month': ['sept', 'april', 'feb', 'jan'], 'hobby': ['gardening', 'cooking', 'photography', 'painting'], 'genres': ['pop', 'classical', 'jazz', 'rock']}","['The person who loves jazz music is the person whose birthday is in April.', 'Alice is the person whose birthday is in April.', 'Peter is directly left of the person who loves cooking.', 'The person whose birthday is in February is Arnold.', 'The Dunhill smoker is not in the third house.', 'The Prince smoker is Arnold.', 'The person who loves jazz music is the person partial to Pall Mall.', 'The person whose birthday is in January is not in the third house.', 'The person who loves rock music is Peter.', 'The person who enjoys gardening is directly left of the photography enthusiast.', 'The person who loves classical music is in the first house.', 'The person who loves pop music is somewhere to the left of the person partial to Pall Mall.', 'The person who smokes Blue Master is the person who loves pop music.']","{'header': array(['House', 'Name', 'Cigar', 'Birthday', 'Hobby', 'MusicGenre'],
      dtype=object), 'rows': array([array(['1', 'Arnold', 'prince', 'feb', 'gardening', 'classical'],
             dtype=object)                                              ,
       array(['2', 'Peter', 'dunhill', 'jan', 'photography', 'rock'],
             dtype=object)                                           ,
       array(['3', 'Eric', 'blue master', 'sept', 'cooking', 'pop'], dtype=object),
       array(['4', 'Alice', 'pall mall', 'april', 'painting', 'jazz'],
             dtype=object)                                            ],
      dtype=object)}"
lgp-test-4x4-23,4,"{'name': ['Eric', 'Arnold', 'Peter', 'Alice'], 'lunch': ['grilled cheese', 'spaghetti', 'pizza', 'stew'], 'models': ['iphone 13', 'google pixel 6', 'samsung galaxy s21', 'oneplus 9'], 'hobby': ['painting', 'cooking', 'photography', 'gardening']}","['Peter is the person who is a pizza lover.', 'The person who is a pizza lover and the person who loves the spaghetti eater are next to each other.', 'The person who loves eating grilled cheese is directly left of Eric.', 'Eric is the person who loves cooking.', 'The person who uses a Google Pixel 6 is in the fourth house.', 'The photography enthusiast is in the second house.', 'The person who is a pizza lover is the person who uses a OnePlus 9.', 'The person who uses a Samsung Galaxy S21 is in the third house.', 'Arnold is directly left of the person who enjoys gardening.']","{'header': array(['House', 'Name', 'Food', 'PhoneModel', 'Hobby'], dtype=object), 'rows': array([array(['1', 'Peter', 'pizza', 'oneplus 9', 'painting'], dtype=object),
       array(['2', 'Arnold', 'spaghetti', 'iphone 13', 'photography'],
             dtype=object)                                            ,
       array(['3', 'Alice', 'grilled cheese', 'samsung galaxy s21', 'gardening'],
             dtype=object)                                                       ,
       array(['4', 'Eric', 'stew', 'google pixel 6', 'cooking'], dtype=object)],
      dtype=object)}"
lgp-test-5x5-17,5,"{'name': ['Bob', 'Peter', 'Eric', 'Arnold', 'Alice'], 'animals': ['dog', 'fish', 'bird', 'horse', 'cat'], 'nationalities': ['dane', 'swede', 'brit', 'german', 'norwegian'], 'child': ['Meredith', 'Bella', 'Timothy', 'Samantha', 'Fred'], 'pet': ['bird', 'fish', 'hamster', 'cat', 'dog']}","['The dog owner is not in the third house.', 'The person who keeps a pet bird is in the fourth house.', 'The German is Eric.', ""Bob is somewhere to the left of the person's child is named Fred."", 'The person with a pet hamster is Arnold.', 'The British person is the dog owner.', ""The person's child is named Meredith is not in the third house."", ""The fish enthusiast is the person's child is named Samantha."", 'The person who is the mother of Timothy is the German.', 'The person who has a cat is in the fifth house.', 'Peter is not in the fourth house.', ""The Swedish person and the person's child is named Samantha are next to each other."", 'The Swedish person is Peter.', 'The Dane is in the second house.', 'Eric and the cat lover are next to each other.', 'The German is in the first house.', 'The person with an aquarium of fish is somewhere to the right of the bird keeper.']","{'header': array(['House', 'Name', 'Animal', 'Nationality', 'Children', 'Pet'],
      dtype=object), 'rows': array([array(['1', 'Eric', 'bird', 'german', 'Timothy', 'dog'], dtype=object),
       array(['2', 'Arnold', 'cat', 'dane', 'Meredith', 'hamster'], dtype=object),
       array(['3', 'Peter', 'horse', 'swede', 'Bella', 'fish'], dtype=object),
       array(['4', 'Bob', 'fish', 'norwegian', 'Samantha', 'bird'], dtype=object),
       array(['5', 'Alice', 'dog', 'brit', 'Fred', 'cat'], dtype=object)],
      dtype=object)}"
lgp-test-4x5-39,4,"{'name': ['Arnold', 'Eric', 'Alice', 'Peter'], 'genres': ['pop', 'rock', 'jazz', 'classical'], 'lunch': ['pizza', 'stew', 'grilled cheese', 'spaghetti'], 'education': ['master', 'associate', 'bachelor', 'high school'], 'child': ['Samantha', 'Bella', 'Meredith', 'Fred']}","[""The person's child is named Samantha is in the second house."", ""Arnold is the person's child is named Samantha."", ""The person who loves the spaghetti eater is directly left of the person with a master's degree."", 'The person who loves eating grilled cheese is the person who loves classical music.', ""The person who loves the stew is the person's child is named Bella."", 'The person who loves pop music is Alice.', ""The person who loves jazz music is directly left of the person's child is named Samantha."", 'The person with a high school diploma is Arnold.', ""The person with a bachelor's degree is Peter."", ""The person who loves the spaghetti eater is the person with an associate's degree."", ""The person who loves classical music is the person's child is named Fred.""]","{'header': array(['House', 'Name', 'MusicGenre', 'Food', 'Education', 'Children'],
      dtype=object), 'rows': array([array(['1', 'Peter', 'jazz', 'stew', 'bachelor', 'Bella'], dtype=object),
       array(['2', 'Arnold', 'rock', 'pizza', 'high school', 'Samantha'],
             dtype=object)                                               ,
       array(['3', 'Alice', 'pop', 'spaghetti', 'associate', 'Meredith'],
             dtype=object)                                               ,
       array(['4', 'Eric', 'classical', 'grilled cheese', 'master', 'Fred'],
             dtype=object)                                                  ],
      dtype=object)}"
lgp-test-4x5-24,4,"{'name': ['Eric', 'Alice', 'Arnold', 'Peter'], 'smoothie': ['cherry', 'dragonfruit', 'desert', 'watermelon'], 'color': ['green', 'red', 'yellow', 'white'], 'flower': ['roses', 'carnations', 'daffodils', 'lilies'], 'genres': ['fantasy', 'science fiction', 'mystery', 'romance']}","['The person who loves romance books is the person who loves white.', 'The person who loves fantasy books is the person who loves a bouquet of daffodils.', 'The person who likes Cherry smoothies is somewhere to the left of the person who loves romance books.', 'The person who loves science fiction books is somewhere to the right of Peter.', 'The person who loves the boquet of lilies is the person who loves science fiction books.', 'The person who loves romance books is not in the fourth house.', 'The person who loves fantasy books is the Dragonfruit smoothie lover.', 'The person who loves white is the Desert smoothie lover.', 'The person who loves a carnations arrangement is not in the third house.', 'Alice is the person who likes Cherry smoothies.', 'Eric is the person who loves mystery books.', 'The person whose favorite color is green is in the second house.', 'The person who loves yellow is somewhere to the left of Eric.']","{'header': array(['House', 'Name', 'Smoothie', 'Color', 'Flower', 'BookGenre'],
      dtype=object), 'rows': array([array(['1', 'Peter', 'dragonfruit', 'yellow', 'daffodils', 'fantasy'],
             dtype=object)                                                   ,
       array(['2', 'Alice', 'cherry', 'green', 'lilies', 'science fiction'],
             dtype=object)                                                  ,
       array(['3', 'Arnold', 'desert', 'white', 'roses', 'romance'], dtype=object),
       array(['4', 'Eric', 'watermelon', 'red', 'carnations', 'mystery'],
             dtype=object)                                               ],
      dtype=object)}"
